   ,TELEPULES,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
1,acsad,4531677,4542653,a,150,2.1000,
2,acsad,4531683,4543544;4884136;4884153;4884154,km,150,861.3500,
3,acsad,4531692,4884148;27783163;27783164,km,150,311.3200,
4,acsad,4531695,27783154;27783155,km,150,36.1200,
5,acsad,4531698,4884142;4884143,km,150,108.6100,
6,acsad,4531707,4542712,km,150,11.0900,
7,acsad,4531710,17888247;17888248,km,100,1091.7600,
8,acsad,4531713,4542749,km,100,3.2000,
9,acsad,4531716,4885075;4885076;4885081;4885082,km,100,144.0800,
10,acsad,4531719,4542751,a,100,9.2200,
11,acsad,4531749,4884557;4898591;4898592,km,150,64.6600,
12,acsad,4531761,4884205;4884212;4884218;4884219;4884224;4884225;4884230;4884231;4884236;4884237;4884243;4884255;4884256;4884262;4884305;4884318;4884319;4884324;4884325;4884392;4884397;4885143;4885154;4885155;4898633;4898634;4898658;4898659;6269047;6269048;6269053;6269054;6269059;6269060;6269071;6269072;6269083;6269084;17619844;17619845,km,100,463.4500,
13,acsad,4531830,4884297;4884345;4884372;4884373;4898619;4898620,km,150,142.0400,
14,acsad,4531836,4884283;4884403;4898605;4898606,ac,100,72.6000,
15,acsad,4531917,4884338;4884352;4884359;4884366;4898626;4898627;4898640;4898641;6269077;6269078,km,150,116.5700,
16,acsad,4531923,4884424;4884430;4884436;4884443;4884453;4884458;4884464;4884474;4884480;4884481;4884486;4884498;4885148;4885149;4898612;6269089;6269090;6269095;6269096,km,150,311.1800,
17,acsad,4531986,4898578;6269101;6269102,km,150,81.5900,
18,acsad,4532004,4884525;4884569;4884570;4884587;4884607;4884613;4884624;4884642;4884648;4884649;4884654;4884660;4884661;4884666;4884667;4884672;4884673;4884678;4884679;4884684;4884691;4884732;4884733;4884739;4885088;4885093;4885094;4885111;4885112;4885117;4885123;4885124;4885129;4885130;4885160;4885161;4885166;4885167;4898597;4898598;6269109;6269110;6269115;6269116;6269121;6269122;15259183;15259184,km,100,501.6800,
19,acsad,4532007,4542832,km,150,27.9300,
20,acsad,4532046,4884545;4884546;4884551;4884770;4898529;4898535;4898536;6269128;17619899;17619900;40571828;40571829,km,150,196.6100,
21,acsad,4532325,4885040;4885058;4885064;4898646;4898647,km,100,177.9500,
22,acsad,4532358,4884953;4884960;4884967;4884988;4885008;4885015;4885021;4885027;4885028;4885033;4885045;4885051;4885052;4885184;4885185;4885190;4885191;4898652;4898653;6269273;6269274,km,100,175.9800,
23,acsad,34605307,4884837;4884844;4898517;4898523;4898524;4898585;4898586;6269133;6269134;34605305,km,100,129.2900,
24,acsad,34605308,4884825;4884831;4884855;4884861;4884862;4884905;4884917;4884922;4884934;4884935;4884941;4884946;4885173;6269145;6269146;6269151;6269157;6269158;6269163;6269164;6269169;6269175;6269181;6269182;6269187;6269188;6269193;6269194;6269200;6269205;6269206;6269225;6269226;6269231;6269232;6269237;6269238;6269243;6269244;6269249;6269255;6269261;6269262;6269267;6269268;18898844;18898845;34605306,km,100,381.1600,
25,acsad,40571839,40571838,km,150,115.0900,
26,agfalva,39938,1431413;1431419;1431424;1435140;2848290;2848291;2848318;2848319,ac,100,118.5500,1
27,agfalva,39939,1433968;1433973;1433983;1433988;1433993;1433998;1434494;1434495;1435050;1435155;1435156;1435161;1435174;1435175;1435268;1435280;1435281;1435729;1435730;1435735;1435736;1435913;1435925;1435938;1435939;2848499;2848500;13580252;13580253;28855428;28855429;42270942;42270943;86578000;86578001,ac,80,384.2600,1
28,agfalva,39940,1429911;1429915;1429919;1429920,kpe,110,43.4600,
29,agfalva,39941,1430586;1435983;1435984;2848473;2848474,kpe,110,38.0700,
30,agfalva,39942,1430591;1430596;1430614;1430627;1430644;1430645;1430650;1430651;1430656;1430662;1430663;1430668;1430669;1430674;1434020;1434021;1434716;1434717;1435359;1435360;2848589;2848590,ac,100,250.3400,
31,agfalva,39943,1429890;1429895;1429900;1429905;1429906;2848480;2848481,kpe,160,101.9600,
32,agfalva,39944,1427087;1427088,kpe,160,16.9700,
33,agfalva,39945,1435326;2848247;2848248;6289781;6289782,kpe,160,148.6100,
34,agfalva,39946,1426980;1426984;1426994;1427000;1427006;1427012;1427024;1427025;1427030;1427042;1427043;1427048;1427049;2848518;2848519,ac,80,156.5900,1
35,agfalva,39952,2848531;2848532,kpe,110,36.9900,
36,agfalva,39953,1431311;1431312;1431347;2848383;2848384,ac,80,45.7800,
37,agfalva,39960,1430401;1430681;1431241;1431242;2848370;2848371,ac,100,95.5500,
38,agfalva,39961,2848671;2848672,kpe,160,11.3100,
39,agfalva,39964,2848704;2848705,kpe,110,17.2700,
40,agfalva,39965,1427095;1427096,kpe,90,30.3900,
41,agfalva,39966,1433194;2848685;2848686,kpe,90,29.2700,
42,agfalva,39968,1434038;1435870;1435876;1435883;1435889;1435895;1435896,ac,100,101.4600,
43,agfalva,39969,2848747;2848748,ac,100,69.2500,
44,agfalva,39970,2848061;2848062,ac,100,11.0600,
45,agfalva,39972,1429733;1429739;1429743;1429744;1429754;1429755;1431452;1431457;1431458;1433250;1433251,kpe,90,78.5800,
46,agfalva,39976,1426177;1426182;1426183;1426190;1426196;1426236;1426237;1435341;1435342;1435988;1435989;2848333;2848334,ac,150,180.3900,
47,agfalva,39979,1435239;2848175;2848176,kpe,160,70.6300,
48,agfalva,39980,1435209;1435214;1435232;1435243;1435244;1435249;1435250;1435256;1435262;1435741;1435747;1435766;1435784;1435798;1435803;1435809;1435810;1435815;1435816;1435821;1435822;1435827;1435833;1435840;1435841;1435846;1435852;1435853;1435903;1435972;1435973,kpe,160,277.8300,1
49,agfalva,39982,2848094;2848095,kpe,160,140.2600,
50,agfalva,39983,2848302;2848303,ac,100,7.0300,
51,agfalva,39996,1433909;1433910;1433915;1433921;1433926;6921312;6921946;6921947,kpe,110,67.1600,
52,agfalva,40000,270067,kpe,160,2.4900,
53,agfalva,40001,270068,a,150,2.6800,
54,agfalva,40002,270074,kpe,160,6.6300,
55,agfalva,40004,270051,kpe,110,29.1300,2
56,agfalva,40005,1433264;2848049;2848050;41365901;41365902,kpe,110,278.3700,
57,agfalva,40007,2848022;2848023,kpe,110,0.8700,
58,agfalva,40219,1435394;1436610;1436611;2848233;2848234,ac,100,85.8600,
59,agfalva,40220,1431897;1434560;1434596;1434597;1435978;1436615;1436622;1436627;1436628;2848209;2848226;2848227;6274360;6274361;8176779;8176780,kpe,110,325.2100,
60,agfalva,40230,1435193;1435199;1435203;1435753;72341588;72341589;72341621;72341622,ac,100,49.7400,2
61,agfalva,40234,1436523;1436528;1436533;1436567;1436573;1436579;1436580;1436586;1436592;1436598;1436604;1436605,ac,100,183.8900,
62,agfalva,40236,1435286;1435287,ac,100,2.6600,
63,agfalva,40240,1433886;1433890;1433900;1433905;1433932;1433938;1433943;1433948;1433954;1433959;2848665;2848666;81860211;81860212,kpe,160,182.5200,7
64,agfalva,40241,270733,ac,150,11.0500,
65,agfalva,40242,1427078;1427083;1430411;1430412;1430417;1430418;1434576;2848202;2848203;2848326;2848327,ac,150,155.8800,1
66,agfalva,40243,1427741;1427747;1427752;1427762;1427779;1427783;1430389;1430390;1431430;1435302;1435303;2848436;2848437;33040684;33040685;33040718;33040719,ac,80,152.0700,
67,agfalva,40244,1429038;1429047;1429052;1429086;1429087;1429092;1429093;1431226;1434066;1435353;1435354;2848461;2848462;55385478;55385479,kpe,110,263.0800,
68,agfalva,40246,1429099;2848467;2848468,kpe,160,39.8700,
69,agfalva,40247,1429071;1433212;1434008;1434009;1434704;1434705;2848576;2848577,kpe,110,76.4300,1
70,agfalva,40248,1426156;1426160;1426161;1427731;2848422;2848423,ac,150,57.6300,
71,agfalva,40249,1426216;1426221;1426226;1426227;1435336;2848596;2848597,kpe,160,63.5500,
72,agfalva,40250,1431352;1431357;1431363;1431375;1431376;1431382;1431388;1431394;1431401;1431406;1431407;2848339;2848340,kpe,90,137.7000,
73,agfalva,40251,1426243;1426246;1426257;1426262;1426263,kpe,160,95.8000,
74,agfalva,40252,1435908;1435945;1436399;1436400;1436406;1436411;1436412;1436419;1436425;1436432;1436433;1436439;1436440;1436447;1436453;1436465;1436470;1436476;1436477;1436483;1436488;1436489;1436494;1436495;6274354;6274355,kpe,160,261.6800,1
75,agfalva,40253,1434032;1435168;1435315;1436538;1436544;1436550;1436551;1436557;1436562;1436563;2848296;2848297,ac,150,212.2500,1
76,agfalva,40254,1426918;1426922;1426927;1426932;1426937;1426942;1426947;1426952;1426958;1426964;1426969;1431231;1431232,kpe,160,113.0800,
77,agfalva,40255,1429117;1429142;1429143;1429148;1429149;1429154;1429155;1429161;1429166;1429167;1429173;1429179;1429180;1435377;1435378;2848345;2848346;2848493;2848494,kpe,110,167.4700,
78,agfalva,40256,1434619;1434634;1434635;1434664;1434670;1434671;1434676;1434682;1434683;1435044;1435045;1435080;2848411;20227843;20227844,ac,80,164.4400,
79,agfalva,40258,1433383;1433388;1433394;1433400;1433401;1433406;1433411;1433412,kpe,110,103.8500,
80,agfalva,40259,1431907;1431912;1431917;1431922;1431927;1431932;1431937;1431942;1431947;1431952;1431957;1431962;1431967;1431972;1431977;1431982;1431992;1431997;1432002;1432007;1432012;1432017;1432022;1432027;1432032;1432037;1433422;1433423;1433440;1433441;2848149;2848150,kpe,110,322.6900,
81,agfalva,40446,270742,kpe,110,68.9200,
82,agfalva,40451,2848077;2848189;85940511;85940512,kpe,160,387.6100,
83,agfalva,58769,1434536;1434537;1434542;1434548;1434571;1436000;2848240;2848241;7523385;7523386,kpe,160,127.9100,1
84,agfalva,63033,270560,kpe,160,1.7300,
85,agfalva,63034,1427900;1428290;1428321;1428351;1428382;1428402;1428403;1428408;1428414;1428420;1428421;1428426;1428427;1428432;1428438;1428444;1428445;1428450;1428456;1428457;1428462;1428469;1428470;1428475;1428482;1428483;1428488;1428494;1428495;1428500;1428501;1428506;1428507;1428963;1428964;1428969;1428976;1428977;1428982;1428983;1428989;1428994;1429000;1429001;1429007;1429008;1429013;1429014;1429019;1429026;1429031;1429032;1434004;1434710;1434711;1435290;1435291;1435296;1435297;2848397;2848398;2848716;2848717;6274444;6274445;25382384;25382385,ac,100,609.4000,1
86,agfalva,63035,1431283;1431284;1433238;1435091;1435097;1435098;1435104;1435105;1435117;1435122;1435127;1435133;1435134;26931875;26931876,ac,100,124.1300,
87,agfalva,63036,1427059;1433271;1435086;1435144;1435149;1435388;1435389;2848266;2848267,ac,150,183.0500,
88,agfalva,63037,1426105;1426121;1426126;1426141;1426142;1431296;1431297;1432506;1432507;1433244;1433245;1434639;1435347;1436633;1436639;1436640;2848443;2848444;8176808;8176809,ac,100,281.2500,
89,agfalva,63038,1429882;1429925;1429930;1429936;1430542;1430543;1430548;1430549;1430554;1430555;1430560;1430561;1430567;1430572;1430576;1430577;1435365;1435366,kpe,160,173.9400,
90,agfalva,63039,1430686;1430707;1430712;1430718;1430724;1430730;1430742;1430755;1430760;1430761;1430766;1430767;1430772;1430773;1431219;1431220;1431263;1431264;1431335;1431341;1435330;1435331,ac,100,181.9200,
91,agfalva,63040,1426273;1426278;1426287;1426288;1426294;1426305;1426903;1426908;1426912;1426913;1431257;1431258;1435383;1435384,kpe,160,130.6000,
92,agfalva,63041,2848253;2848260;2848261,ac,150,62.3200,
93,agfalva,63042,1427857;1427862;1427871;1427872;1430365;1430366;1430371;1430525;1430526,ac,100,153.0800,
94,agfalva,63043,1432046;1432051;1432056;1432061;1432066;1432071;1432513;1432518;1432523;1432528;1432533;1432538;1432548;1432553;1432558;1432563;1432568;1432573;1432578;1432583;1432588;1432593;1432598;1432603;1432608;1432613;1432618;1432623;1433416;1433417;1433445;1433446;2848156;2848157,kpe,110,320.7600,
95,agfalva,63044,2848106;2848107,ac,80,17.4600,
96,agfalva,63045,1434592;2848182;2848183;13580226;43560256;43560257,kpe,110,157.9900,
97,agfalva,63046,1433256;1433257,kpe,110,8.2700,
98,agfalva,63047,1429763;1429768;1429778;1429795;1429805;1429818;1429819;1429826;1429833;1429838;1429839;1429845;1429851;1429852;1429857;1429858;1435056;1435057;1435371;1435372;2848487;2848488,kpe,110,173.4200,
99,agfalva,63048,1427099;1427699;1427704;1427710;1427720;1427725;1430513;1430514;2848429;2848430;83329630;83329631,ac,80,173.8300,
100,agfalva,63049,1431307;1435859;1435864;1435865,ac,100,57.1600,
101,agfalva,63050,1436518;1436519,ac,100,60.4200,
102,agfalva,63051,15228988;15228989,kpe,110,587.2300,
103,agfalva,63052,1434511;1434523;1434653;1435110;1435319;1435320;1435993;1435994;1436500;1436501;1436506;1436507;1436511;1436512;2848678;2848679,kpe,110,310.4000,
104,agfalva,68752,1427798;1430509;1431435;1431436;1434042;1434047;1434658;1434659;1435308;1435309;2848163;2848164;2848615;2848616;76628657;76628658,ac,80,161.7100,
105,agfalva,70048,1427808;1427813;1427818;1427823;1427828;1427833;2848390;2848391;2848404;2848405,ac,80,181.6500,
106,agfalva,70081,1433354;1433359;1433364;1433368;1433369;1433373;1433374,kpe,110,116.5000,
107,agfalva,72942,1431215;1433206;1433207,kpe,110,22.4300,
108,agfalva,73471,1432636;1432641;1432646;1432651;1432656;1432661;1432666;1432671;1432676;1432681;1432686;1432691;1432696;1432701;1432706;1432711;1432716;1432721;1433280;1433285;1433290;1433295;1433300;1433305;1433310;1433315;1433320;1433325;1433330;1433335;1433340;1433345;1433378;1433428;1433429;1433434;1433435;15228981;15228982,kpe,110,393.2100,
109,agfalva,74404,1427843;1427848;1431270;2848195;2848196;2848310;2848311,ac,100,108.0500,
110,agfalva,74406,1430440;1433233;1433234;1434602;1435074;82337488;82337489;84238495;84238496;84238519;84238520;84238538;84238539;84238568;84238569;84238586;84238587,kpe,110,196.2300,
111,agfalva,75673,1427092;2848641;2848642,ac,80,55.7600,1
112,agfalva,75933,1430458;1430461;1430462,kpe,110,70.6100,
113,agfalva,75934,1430453;1430499;1430500,kpe,110,7.1300,
114,agfalva,75935,1430466;2847975;2847976,kpe,110,49.3300,
115,agfalva,75937,1430475;1430480;1430485;1430489;1430490;1430494,kpe,110,60.6500,
116,agfalva,76403,2848284;2848285,ac,150,14.2400,
117,agfalva,6634677,6634737;6634744;6634755;6634765;11002129;11002130;16493822;16493823,kpe,110,283.3200,
118,agfalva,6921246,6921711;6921712;6921724;6921737;6921777;6921789;6921790;6921802;6921803;14959697;14959698;26931801;26931802;70226618;70226619,kpe,90,162.5700,
119,agfalva,6921255,6921254,kpe,90,64.4500,
120,agfalva,6921260,6921581;6921594;6921607;6921633;6921672;6921673;6921940;6921941;20227871;20227872;26931930;26931931,kpe,90,147.5600,
121,agfalva,6921269,6921491;6921906;6921907;6921918;6921919;40030400;40030401,kpe,90,108.9500,
122,agfalva,6921274,6921529;6921935;20227885;20227886;20227899;20227900,kpe,90,141.6800,
123,agfalva,6921283,6921829;6921842;6921854;6921898;6921899;11002091;11002092,kpe,90,96.8800,
124,agfalva,6921288,6921880;6921881;6921891;20227857;20227858,kpe,110,53.4900,
125,agfalva,6921295,6921503;6921926;6921927;17888549;17888550;33040650;33040651,kpe,90,94.7800,
126,agfalva,6921300,6921542;6921556;26931900;26931901,kpe,90,20.8000,
127,agfalva,82370312,83902237;83902238,ac,100,19.8700,
128,agfalva,82370318,84238622;84238633;84238640;84238641,kpe,63,92.6000,
129,agfalva,82439142,82439194;82439207;82439208,kpe,110,21.7100,
130,agyagosszergeny,48847,1414756;1416012;1416013;2849018;2849019,kpe,90,207.1500,
131,agyagosszergeny,48850,1414261;1414467;1414495;1414496;1414502;1414507;1414508;1414518;1414901;1414907;1414908;1414913;1415182;1415183;1415255;1415256;2849384;2849385;62828156;62828157,kpe,110,163.6900,
132,agyagosszergeny,48851,1414246;1414285;1414292;1414303;1414304;1414315;1414316;1414483;1414564;1414918;1414924;1414925;1414930;1414931;1415261;1415262;1415300;1415301;1415306;1415307;28855891;28855892,kpe,160,268.6000,
133,agyagosszergeny,48855,1414473;1414554;1414580;1414825;1414831;1414832;1415233;1415342;1415343;1416338;1416344;1416345;1416351;1416357;1416362;1416363;2849365;2849366;2849378;2849379,kpe,110,267.3300,
134,agyagosszergeny,48856,1414177;1414178;1414193;1414194;1414204;1414205;1414210;1414216;1414819;1414890;1414891;1416369;1416421;1416422;1416427;1416428;1416434;1416439;1416449;1416450;1416455;1416456;1416461;1416462;2849418;2849419,kpe,110,215.1200,
135,agyagosszergeny,48860,1414942;1415381;2849295;2849296,kpe,110,42.3900,
136,agyagosszergeny,48862,1415221;1415336;1415337;1416111;1416116;1416127;1416128;1416149;1416154;1416155;1416160;1416166;1416167;1416172;1416173;2849059;2849060;79840931;79840932,kpe,90,289.6900,
137,agyagosszergeny,48863,1416232;1416238;1416250;1416251;1416262;1416263;1416287;1416299;1416300;1416311;1416316;1416317;2849340;2849341;2849411;2849412,kpe,160,303.3400,
138,agyagosszergeny,48864,1416085;2849054;2849055;2849277;2849278,kpe,160,43.4500,
139,agyagosszergeny,48866,1415032;1415278;1415369;1415374;1415375;1415386;1415391;1415392;1415398;1415405;1415411;1415417;1415418;1415430;1415431;1415436;1415437;2848958;2848959,kpe,110,220.3400,
140,agyagosszergeny,48868,1415085;1415108;1415467;1415468;1415554;1415555;1415583;1415601;1415602;1415613;1416017;1416018;1416023;1416024;1416029;1416040;1416041;2848985;2848986;2849270;2849271,kpe,160,487.8100,
141,agyagosszergeny,48869,1415317;1416058;1416065;1416066;2848843;2848844,kpe,110,80.4800,
142,agyagosszergeny,48871,1415119;2849122;2849123,kpe,110,101.9000,
143,agyagosszergeny,49012,1415484;1415500;1415501;1415512;1415517;1415533;1415897;1415911;1415916;1415917;1415934;1415935;1415946;1415973;1415979;1415980;1415992;1415997;1415998;2849024;2849025;2849147;2849148,kpe,110,397.3800,
144,agyagosszergeny,49013,1415204;1415620;1415624;1415625;1415635;1415641;1415642;1415648;1415655;1415661;1415662;1415667;1415673;1415674;1415679;2849110;13638505;13638506,kpe,110,225.4300,
145,agyagosszergeny,49014,1414995;1415940;1415969;1415985;1415986;1416003;2848991;2848992;2849036;2849037,kpe,160,176.9900,
146,agyagosszergeny,49018,2848884;2848885,kpe,160,29.8300,
147,agyagosszergeny,49020,282459,a,150,23.0600,
148,agyagosszergeny,49021,282457,kpe,160,0.6600,
149,agyagosszergeny,49022,1415268;82214934,kpe,160,118.6500,
150,agyagosszergeny,49211,1414732;1415123;1415198;1415215;2848772;2848773;2848778;2848779;36617514;36617515;41365948;41365961;41365962,kpe,90,213.5400,
151,agyagosszergeny,49215,1414713;1414717;1415078;1415079;1415140;1415172;1415209;1415210;36617488;36617489,kpe,110,98.4700,
152,agyagosszergeny,49216,1415144;2848938;2848939,kpe,90,116.9800,
153,agyagosszergeny,49217,2848911;2848912,kpe,160,0.8500,
154,agyagosszergeny,49218,282372,kpe,160,682.6100,
155,agyagosszergeny,49220,1414324;1414329;1414330;2849436;2849437,kpe,110,40.2900,
156,agyagosszergeny,49553,1414531;1415284;1415448;1415449;1415455;1415456;1416047;1416048;1416053;2848864;2848865;2848944;2848945;26931368;26931369,kpe,110,650.7700,
157,agyagosszergeny,49567,2848931;2848932,kpe,110,8.9300,
158,agyagosszergeny,49585,1415872;2849237;2849238,kpe,110,114.1500,
159,agyagosszergeny,49756,2848973;2849140;2849141,kpe,110,12.2300,
160,agyagosszergeny,49931,2849071;2849352;2849353,kpe,160,6.9500,
161,agyagosszergeny,49944,282705,kpe,110,3.7300,
162,agyagosszergeny,49957,1414490;1415154;1416101;1416184;1416190;1416191;1416196;1416197;1416202;1416203;2849064;2849065;2849307;2849308,kpe,90,225.2600,1
163,agyagosszergeny,50108,1414875;1414880;1416379;1416380;1416386;1416392;1416397;1416398;1416404;1416410;1416415;1416416;2849346;2849347;2849372;2849373,kpe,90,274.6900,
164,agyagosszergeny,50109,1416214;1416215;1416220;1416226;1416244;1416256;1416268;1416269;1416280;1416292;1416293;1416305;1416322;2848849;2848850;2849358;2849359;51698127;51698128,kpe,110,308.1700,
165,agyagosszergeny,50112,1416008;2849012;2849013,kpe,110,38.9200,
166,agyagosszergeny,50113,1415952;1415953;1415959;2848998;2848999;2849128;2849129,kpe,110,61.5200,
167,agyagosszergeny,50114,2849219;2849220,kpe,110,148.9700,
168,agyagosszergeny,50115,1415849;1415850;1415856;1415861;1415865;1415866;2849202;69754937;69754975;69755861;69786128;69786164;69786165;69786264;69786298;69786299;75044336;75044337,kpe,90,455.7600,
169,agyagosszergeny,59187,1414954;1414960;1415160;1415322;1415323;1416178;1416179;2848871;2848872;2849314;2849315,kpe,110,200.2100,
170,agyagosszergeny,63365,1416106;1416135;1416141;1416142;2849301;2849302;2849321;2849322,kpe,110,128.9900,
171,agyagosszergeny,63366,2848856;2849397;2849398,kpe,110,14.4400,
172,agyagosszergeny,63367,1414977;1415560;1415566;1415577;1415578;1415590;1415596;1415607;2849154;2849155;69257405;69257406,kpe,110,164.4800,
173,agyagosszergeny,63368,1414798;1414808;1414809;1414813;1414814;1415684;1415691;1415697;1415698;1415703;1415710;1415711;1415721;1415722;1415727;1415728;2849213;2849214,kpe,110,130.8600,
174,agyagosszergeny,63369,282416,kpe,160,0.3400,
175,agyagosszergeny,63371,2848892;2848918;2848919,kpe,160,14.0800,
176,agyagosszergeny,63372,81643649;81643656;81643657,kpe,90,6.4300,
177,agyagosszergeny,63373,1414727;1415133;1415134;2848766;2848767,kpe,110,33.9700,
178,agyagosszergeny,63374,2849284;2849285,kpe,110,99.4800,
179,agyagosszergeny,63375,1414747;1414748;1415048;1415363;1415364;2848951;2848952,kpe,110,184.9000,
180,agyagosszergeny,63376,1414464;1415313;2849030;2849031,kpe,90,103.1600,
181,agyagosszergeny,63377,1416091;1416094;1416095,kpe,90,149.9300,
182,agyagosszergeny,63378,1414401;1414412;1414568;1414569;1415090;1415091;2849078;2849079;6276137;6276138,kpe,160,164.6700,
183,agyagosszergeny,63379,2848815;2848823;2848824,kpe,90,7.9200,
184,agyagosszergeny,63380,1415489;1415506;1415522;1415527;1415528;1415543;1415544;1415881;1415885;1415903;1415922;1415923;1415964;2848979;2848980;2849005;2849006,kpe,160,235.5800,
185,agyagosszergeny,63381,2848835;2849404;2849405,kpe,160,12.9900,
186,agyagosszergeny,65182,1414560;6276131;6276132,kpe,160,42.7500,
187,agyagosszergeny,65348,2848898;80988480,kpe,160,8.7900,
188,agyagosszergeny,71366,2848965;2848966;2849161;2849162,kpe,110,155.4900,
189,agyagosszergeny,71590,1414896;1415068;1415238;1415239;8585941;8585942;17888594;17888595,kpe,110,73.9900,1
190,agyagosszergeny,71734,1416071;1416072;2849251;2849252,kpe,110,109.0800,
191,agyagosszergeny,71738,1414438;1414444;1414537;1414782;1415227;1415271;1415272;1415734;1415739;1415744;1415745;1415750;1415757;1415762;1415763;1415769;1415774;1415775;1415780;1415781;1415787;1415793;1415794;1415800;1415805;1415806;1415811;1415817;1415823;1415824;1415829;1415830;1415835;1415844;1416076;2849225;2849226;2849244;2849245,kpe,110,388.4600,2
192,agyagosszergeny,72482,2848905;2848906;82214995;82214996,kpe,160,345.0700,1
193,agyagosszergeny,75036,282366,ov,150,0.3000,
194,agyagosszergeny,75058,282364,kpe,160,6.7900,1
195,agyagosszergeny,86422704,86818424;86818425,kpe,160,23.6800,
196,bo,6448412,6451135,km,100,0.3200,
197,bo,6448414,8180161;8180162,km,150,51.1500,
198,bo,6448418,6461684;6461685,km,100,65.3100,
199,bo,6448420,6460472;6461679;6461680,km,100,102.6000,
200,bo,6448422,6460716;6460729;6460734;6460735;6460740;6460741;6460746;6460817;6460818;6460825;6460830;6460831;6460837;6460838;6460844;6460845;6460851;6460857;6460858;6460864;6460886;6460887;6460892;6460893;6461718;6461719;6461730;6461731;8181140;8181141,ac,150,272.5800,
201,bo,6448424,6460481;6460503;6460509;6460514;6460519;6460524;6460525;6460540;6460633;6460634;6460655;6461688;6461689;8181148;8181149,ac,100,194.4500,
202,bo,6448426,6451142,ac,125,11.7300,
203,bo,6448428,6460387;6460421;6460426;6461666;6461667;8180193;8180194,ac,125,135.5300,
204,bo,6448430,6460276;6460530;6460531;6460535;6460915;6460943;6460944;6461694;8180177;8180178,ac,150,113.1500,
205,bo,6448432,6460366;6460371;6460377;6460378;6460451;6460456;6460457;6460463;6460573;6460594;6460598;6460621;6460622;46964803;46964804,ac,100,138.4300,
206,bo,6448434,6460605;6460616;6460645;6460650;6461699;6461700;8181156;8181157;8181164;8181165,ac,100,129.5300,
207,bo,6448436,6460400;6460410;6460434;6460441;6460497;6460557;6460561;6460562;6460640;6461672;6461673;8180201;8180202;8181172;8181173;9930337;9930338,km,100,303.5000,
208,bo,6448438,6460588;6460589;6460705;6460706;6460758;6461712;6461713;8181228;44702235;44702236,ac,100,71.5200,
209,bo,6448442,6460698;6460752;6460753;6460770;6460771;6460776;6460777;6461724;6461725;8181236;8181237,ac,150,94.2600,
210,bo,6448444,6460661;6460874;6460881;6460898;6460899;6460909;6460910;6461706;6461736;6461737;6461853;6461854;8181132;8181133;47655592;47655593;47655614;47655615,ac,100,287.1900,
211,bo,6448446,6460246;6460251;6460261;6460266;6460677;6460723;6460782;6460783;6460921;6460926;6460931;6460932;6460937;6460938;6461741;6461742;6461747;6461748;30202009;30202010,ac,150,211.9000,
212,bo,6448448,6460954;6460959;6460999;6461754;6629100;6629265;6629266;34605348;34605349,ac,80,66.8200,
213,bo,6448450,6460171;6460203;6460219;6460225;6460226;6460232;6460963;6460975;6460987;6460993;6460994;6461004;6461005;6461011;6461016;6461017;6461042;6461758;6461759;6461764;6461765;6461771;6461776;6461777;8180169;8180170;9930305;9930306,ac,150,242.1100,
214,bo,6448452,6460445;6460567;6460568;6461027;6461055;6461782;6461783;8180153;8180154,ac,150,106.9500,
215,bo,6448454,6460180;6460349;6461023;6461032;6461038;6461048;6461788;6461789;46964787;46964788,ac,150,108.0200,
216,bo,6448456,6460469;8181188;8181189,km,100,133.2400,
217,bo,6448458,6460430;6461082;6461794;6461795;8180225;8180226,km,100,139.0900,
218,bo,6448460,8180209;8180210,ac,125,55.5300,
219,bo,6448462,30201945;30201946,ac,125,53.5500,
220,bo,6448464,6461117;6461122;6461123;6461274;6461279;6461292;6461298;6461299;6461340;6461341;6461346;6461347;6461352;6461353;6461366;6461374;6461392;6461398;6461399;6461405;6461406;6461411;6461418;6461419;6461431;6461501;6461502;6461807;6461808;6461860;6461861;8180217;8180218;9930379;9930393;9930394,ac,125,404.7800,
221,bo,6448466,6461496;8180241;8180242;9930351;9930365;9930366,ac,125,106.3000,
222,bo,6448468,6460035;6461304;6461316;6461321;6461322;6461327;6461333;6461334;6461471;6461477;6461478;6461825;6461826;8181220;8181221,ac,100,238.7100,
223,bo,6448470,6460026;6460027;6460051;6461438;6461489;6461490;6461830;6461831,ac,125,101.0100,
224,bo,6448472,6459964;6460041;6461448;6461454;6461459;6461460;6461465;6461466;6461542;6461543;6461550;6461554;6461555;6461559;6461616;6461617;6461836;6461837;8181204;8181205,ac,100,221.0200,
225,bo,6448474,6459949;6460017;6461425;6461570;6461571;6461577;6461586;6461587;6461592;6461599;6461604;6461605;6461610;6461611;8181212;8181213,ac,100,188.8500,
226,bo,6448476,6460147;6460157;6461071;6461072;6461076;6461110;6461111;6461623;6461624;6461630;6461631;6461637;6461638;8181180;8181181,km,100,147.2600,
227,bo,6448478,6459920;6459925;6461643;6461644;6461650;6461655;6461656;8181196;8181197,km,100,147.1400,
228,bo,6448480,6460113;6461129;6461135;6461140;6461141;6461153;6461159;6461164;6461171;6461182;6461183;6461189;6461195;6461207;6461214;6461219;6461225;6461226;6461231;6461232;6461237;6461238;6461244;6461250;6461814;6461819;6461820;6461848;6461849;8180145;8180146;15228998;15228999,ac,150,1402.8100,
