   ,TELEPULES,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
2463,rojtokmuzsaj,57334,1466526;1466531;1475423;1475438;1475439;2865450;2865451,ac,80,108.2000,
2464,rojtokmuzsaj,57337,2865375;2865376,ac,125,52.3200,
2465,rojtokmuzsaj,57477,1475417;2865330;2865331;74879312;74879313,ac,80,183.0400,
2466,rojtokmuzsaj,57478,1466792;1466797;1466803;1466807;1466808;1466814;1466819;1466820;1466825;1466826;1466831;1466832;1466839;1466844;1466845;1466850;1466851;1466857;1466865;1466866;1466873;1466878;1466879;1466884;1466885;1466891;1466896;1466904;2865368;2865369;77800011;77800012,ac,100,340.8900,5
2467,rojtokmuzsaj,57480,2865407;2865408,kpe,110,143.6700,
2468,rojtokmuzsaj,57482,1467083;1467084,kpe,110,20.4000,
2469,rojtokmuzsaj,63059,1475433;1475474;1475488;1475489;1475493;2865426,ac,125,161.1400,
2470,rojtokmuzsaj,63912,2865597;2865598,ac,100,17.5500,
2471,rojtokmuzsaj,63913,1467092;1467102;1467107;1467112;1467143;1467144;1474833;1474834;1475427;1475462;2865480;2865481;42271049;42271050,ac,80,223.5300,2
2472,rojtokmuzsaj,63914,1466438;1466448;1474864;1474865;2865401;2865402;2865506;2865507,ac,125,118.3900,1
2473,rojtokmuzsaj,63916,1476123;1476128;1476134;1476140;1476146;1476147;26931528;26931529,ac,80,192.4600,4
2474,rojtokmuzsaj,63917,1467134;1467138;1467139;1475443;2865640;86453679;86453680,kpe,110,172.6300,
2475,rojtokmuzsaj,63919,1466541;2865389;2865390;86453769,ac,125,51.3300,4
2476,rojtokmuzsaj,74795,1466600;1466606;1466612;1466618;1466624;1466625;1466631;1466637;1466642;1466647;1466652;1466657;1466662;1466667;1466673;1466678;2865487;6270303;6270304;40569356;40569357,ac,125,311.1800,5
2477,rojtokmuzsaj,75856,2865514;74878753;74878761;74878805;74878806,kpe,110,19.8300,1
2478,rojtokmuzsaj,17298697,1467149;1467150;17298695,kpe,110,15.3200,
2479,rojtokmuzsaj,17298698,2865474;2865475;17298696,kpe,110,108.2900,
2480,rojtokmuzsaj,17298730,17298810;17298910;17298911;20289891;20289892,kpe,110,931.1000,
2481,rojtokmuzsaj,17298740,17298739,kpe,110,0.2800,
2482,rojtokmuzsaj,17298749,17298748,kpe,110,0.2800,
2483,rojtokmuzsaj,27587142,27587155;27587176;27587177,kpe,110,15.8200,
2484,rojtokmuzsaj,74878664,74878785;74878786,a,80,1.0100,
2485,rojtokmuzsaj,86453708,86453707,kpe,160,19.7500,
2486,rojtokmuzsaj,86453714,86453713,kpe,160,0.4100,
2487,rojtokmuzsaj,86453779,86453821;86453828;86453829,ac,125,39.8000,
2488,rojtokmuzsaj,86453789,86453806;86453807,kpe,160,39.5700,
2489,rojtokmuzsaj,86453886,86818414;86818415,kpe,160,22.5000,
2490,rojtokmuzsaj,86453894,86453915;86453916,kpe,160,16.8000,
2491,rojtokmuzsaj,86453900,86453926;86453937;86453957;86453958,kpe,160,19.2300,
2492,sajtoskal,6454011,6455436,km,150,1070.3000,
2493,sajtoskal,6454013,6464179;6464183;8181244;8181245,km,150,305.5500,
2494,sajtoskal,6454017,6463272;6463277;6463282;6463287;6463288;6464145;6464155;6464160;6464166;6464173;6464174;8181252;8181253,km,100,222.2000,
2495,sajtoskal,6454025,6463682;6463687;6463701;6463702;6463717;6463718;6463723;6463745;6463750;6463757;6463762;6463763;6464201;8181308;8181309;8181316;8181317;15153613;15153614,km,100,252.6000,
2496,sajtoskal,6454027,8181332;8181333,km,100,0.6400,
2497,sajtoskal,6454029,6463549;6463555;6463556;6463602;6463603;8181324;8181325,km,100,110.1000,
2498,sajtoskal,6454035,6463882;6463991;6464018;6464025;6464030;6464031;6464037;6464042;6464043;6464240;6629283;6629284;6629295;6629296;44982906;44982907,km,100,265.1300,
2499,sajtoskal,6454039,6463768;6463970;6463995;6463996,km,100,140.0400,
2500,sajtoskal,6454041,6463524;6463525;6463530;6463531;6463712;6463728;6463729;8181284;8181285;8181292;8181293,km,100,161.0100,
2501,sajtoskal,6454043,6463163;6463190;6463205;6463211;6463216;6463217;6463227;6463228;6463323;6463324;6463344;6463345;6463430;6463454;6463461;6463466;6463473;6463478;6463479;6463484;6463485;6463490;6463496;6463497;6463502;6463503;6463508;6463509;6464213;6464218;6464219;8181276;8181277;8181348;8181349,km,150,415.7800,
2502,sajtoskal,6454045,6463169;6463177;6463184;6463185;6464207;8181260;8181261;79871762;79871794;79871795,km,150,174.3200,
2503,sajtoskal,6454051,6463242;6463247;6463257;6463258;6463263;6463293;6463294;6463369;8181364;8181365,km,100,284.1100,
2504,sajtoskal,6454055,6463561;6463578;6463584;6463585;6463590;6463591;6463597;6463927;6463928;6463933;6463934;6463939;6463940;6463945;6463946;6463951;6463952;6463957;6463958;6463963;6463964;6463980;6463985;6464060;6464066;6464072;6464073;6464096;6464103;6464108;6464109;6464114;6464121;6464122;6464128;6464133;6464134;6464139;6464140;6464224;6464225;6464236;6464246;6464247;15153588;66731727;66731728,km,100,536.1400,
2505,sajtoskal,6454057,6463313;6463350;6463351;6463356;6463357;6463362;6463363;34635477;34635478;34635500;34635501,km,100,170.0400,
2506,sajtoskal,6454059,6463373;6463378;6463384;8181356;8181357;17542668;17542669,km,150,163.4400,
2507,sajtoskal,6454061,6463330;8181340;8181341,km,150,49.5600,
2508,sajtoskal,6454065,6463398;6463402;6463408;6463413;6463613;6463630;6463645;6463646;6463651;6463658;6463659;6463665;6463666;6463675;6463676;6463789;6463795;6463814;6463825;6463826;6463837;6463846;6463847;6463852;6463853;6463859;6463864;6463865;6463870;6463871;6463876;6463877;6464188;6464189;6464194;6464195;6464231;6629289;6629290;8181300;8181301;59066156;59066157,km,100,448.0600,
2509,sajtoskal,6454083,8181268;8181269,km,150,112.1500,
2510,sajtoskal,6454085,6455473,a,150,24.3000,
2511,sajtoskal,50113808,50113834;50113856;50113857,kpe,110,5.0400,
2512,sajtoskal,50113816,50113815,kpe,110,0.7300,
2513,sarrod,57483,1467518;1467523;1467657;1467662;1467672;1467673;1467679;1467685;1467725;1467731;1467732;1467737;1467742;1467743;2866004;2866005;68583020;68583021,kpe,110,200.3200,
2514,sarrod,57495,578980,ac,100,4.5500,
2515,sarrod,57500,1487206;1487250;7687232;44116831;44116832,kpe,110,117.7000,
2516,sarrod,57676,1468348;1484063;1486830;1487175;1487176;1487182;1487183;1487266;1487267,ac,80,110.7000,
2517,sarrod,57873,1483955;1483956,ac,100,35.2300,
2518,sarrod,57879,1468603;1468608;1468613;1468618;1468623;1468634;1468639;1468644;1468654;1468655;1468660;1468665;1468670;1468681;1468682;1468692;1468693;1468698;1468703;1468708;1468719;1468720;1468725;1468730;1468948;1468949;1469138;40569149;40569150;80736091;80736092,ac,80,580.8900,8
2519,sarrod,58052,1468740;1468746;1468752;1468757;1468783;1468789;1468790;1468795;1468806;1468807;1468813;1468826;1468832;1468838;1468844;1468851;1468866;1468871;1468876;1468877;1468882;1468888;1468900;1468906;1468912;1468988;1469000;1469020;1469021;1469027;1469033;1469044;1469045;1469051;1469057;1469062;1469063;1469075;1469081;1469087;1469093;1469099;1469105;1469115;1469116;1469121;1469122;1469127;1469128;1469134;1469284;1469291;1469298;1469305;1469311;1469317;1469323;1469324;1469330;1469336;1469342;1469347;1469348;1484075;1486752;1486770;1486841;1486842;1486847;1486848;1486889;1486890;1487145;1487285;1487286;2866051;2866052;6270274;6270287;6270288;6270294;6270295;10826121;10826122,ac,100,1135.8100,6
2520,sarrod,58065,1487229;1487238;1487239,kpe,110,21.1700,
2521,sarrod,58232,578580,ac,100,14.4400,
2522,sarrod,58242,1468330;1487189;69042384;69042385;85002017,ac,100,174.9100,
2523,sarrod,58415,578579,kpe,90,8.6500,
2524,sarrod,58416,1468286;1468307;1484087;2865852;2865853,ac,100,155.2700,
2525,sarrod,58417,1467514;1468077;1468083;1468089;1468095;1468108;1468114;1468120;1468132;1468138;1468145;1468151;1468157;1468163;1468169;1468175;1468187;1468194;1468200;1468212;1468213;1468225;1468231;1468237;1468243;1468255;1468267;1468268;1468273;1468274;1468279;1468280;1486871;1486872;1487216;1487217;1487222;1487223;2865906;2865907;79456919;79456920,ac,100,516.2800,
2526,sarrod,58425,1467698;1467699;1467704;1467709;1467714;1487291;1487292;2866194;2866195,ac,125,153.5200,1
2527,sarrod,58426,1467552;1467557;1467558;1467568;1467584;1467590;1467591;1467597;1467606;1467613;1467618;1467623;1467628;1486745;1486746;1486791;1486792;1486883;1486884;2866169;2866170;68944476;68944477,ac,125,314.7200,2
2528,sarrod,58443,1468318;1486806;1486807;1487210;1487211;2865816;5812374;5812375;80585096;80585097,ac,125,177.8200,
2529,sarrod,58444,1467460;1467466;1467476;1467477;1467482;1467487;1467492;1467498;1467504;1467533;1467534;2865789;2865790,kpe,110,436.7900,
2530,sarrod,58591,1467381;1467385;1467390;1467395;2865784;2865785,kpe,110,444.2800,
2531,sarrod,58599,1467332;1467337;1467343;1467354;1467355;1468312;1468313;1486824;1486825,ac,125,101.0400,1
2532,sarrod,58607,578607,ac,125,3.6400,
2533,sarrod,58615,1467647;1486797;2866200;2866201;6631951;6631952,ac,125,52.1000,
2534,sarrod,58625,2865827;2865828,ac,125,56.6300,
2535,sarrod,63056,1468565;1468576;1468585;1486853;1486854;1486859;1486860;2866045;2866046;83995266;83995267,kpe,90,128.1100,1
2536,sarrod,63920,1468927;1468932;1468942;1468943;1486835;2866133;2866134,kpe,110,63.7700,
2537,sarrod,63921,1468590;1468594;1468982;1483970;1483975;1483976;1483983;1483988;1483989;2866010;67583835;67583836,ac,80,137.0000,5
2538,sarrod,63922,1468967;1469149;1469154;1469159;1469164;1469169;1469174;1469175;1469193;1469199;1469200;1469207;1469221;1469227;1469228;1486763;1486764;1487260;1487261,ac,80,189.2100,
2539,sarrod,63923,1469238;1469242;1469247;1469252;1469257;1469263;1469268;1486780;1486781;2866065;2866066,ac,80,178.2600,
2540,sarrod,63924,1467163;1467169;1467174;1467179;1467184;1467193;1467194;1467204;1467211;1467216;1467225;1467226;1467232;1467237;1468295;1468296;1468301;1486865;1486866;2865846;2865847,ac,100,210.1200,
2541,sarrod,63926,1468006;1468017;1468018;1468025;1468031;1468041;1468046;1468055;1468056;1468063;1468067;1468068;1468289;1468290;1486786;2865912;2865913,ac,100,206.2900,
2542,sarrod,63927,2865886;2865887,kpe,90,207.3800,
2543,sarrod,63928,1467633;1467637;1467642;1467643,ac,125,129.5600,
2544,sarrod,63929,1467871;1467877;1467882;1467887;1467892;1467898;1487193;1487194;1487272;1487273,ac,125,175.6700,
2545,sarrod,63930,1467405;1467410;1467415;1467420;1467426;1467441;1467446;1467451;1468324;2865778;2865779;39085509;39085510;67718701;67718702;80736332;80736333,ac,80,419.5800,
2546,sarrod,63931,1467297;1467301;1467311;1467318;1467322;1467375;1467376;1486813;1486818;1486819,ac,125,165.3100,1
2547,sarrod,69977,1468405;1468410;1468415;1468433;1468438;1468443;1468448;1468473;1468479;1468484;1468485;1468491;1468496;1468502;1468503;1468520;1468537;1468538;1468543;1468549;1468954;1468955;1468960;1483994;1484019;1484026;1484031;1484032;1484037;1484038;1484044;1484045;1484050;1484051;1484056;1484067;1484068;1486757;1486758;1487151;1487156;1487157;1487162;1487163;1487169;1487170;1487279;1487280;2866015;2866016;6270280;6270281;85002230;85002231,ac,100,444.1700,6
2548,sarrod,71632,1467249;1467260;1467269;1467276;1467281;1467286;1467292;1467369;1467370;1486879;1487200;2865672;2865866;2865867;25382727;26961058;41366183;41366184;47833019;47833020,kpe,90,442.1200,
2549,sarrod,72150,1483937;1483941;1483946;1483951;2866058;2866059,ac,100,131.9400,1
2550,sarrod,72159,1467756;1467768;1467774;1467780;1467786;1467792;1467798;1467805;1467812;1467818;1467823;1467829;1467830;1467841;1467846;1467852;1467861;1467862;1467907;1467908;1467914;1467919;1467924;1467928;1467929;1467935;1467944;1467945;1467956;1467962;1467971;1467972;1467978;1467983;1467993;1467994;1484080;1484081;1487243;1487244;2865859;2865860;39115649;39115650,ac,100,516.7400,
2551,sarrod,5812371,5812387;5812398;5812399,kpe,110,115.5100,
2552,sarrod,5812408,5812412;10826094;10826095,ac,125,84.1600,1
2553,sarrod,85001947,85002212;85002213,ac,100,91.0500,
2554,sarrod,85001990,85002100;85002248;85002249,kpe,160,486.6300,
2555,sarrod,85001998,85001997,kpe,160,0.3200,
2556,sarrod,85002006,85002198;85002258;85002395;85002464;85002465;85002473;85002474,kpe,160,3356.6700,
2557,sarrod,85002012,85479332;85479342;85479343,kpe,110,3.7600,
2558,sarrod,85002025,85002024,kpe,160,8.3700,
2559,sarrod,85002033,85002032,kpe,90,0.3200,
2560,sarrod,85002041,85002040,kpe,90,0.0900,
2561,sarrod,85002049,85002048,kpe,90,14.5600,
2562,sarrod,85002055,85002221;85002222,kpe,160,261.7500,
2563,sarrod,85479384,85479415;85479416,ov,100,1.2500,
2564,sarrod,85479393,85479407;85479510;85479511,ov,100,1.2400,
2565,sarrod,85479432,85479449;85479450,ov,100,0.3000,
2566,sarrod,85479475,85479502;85479503,ov,100,1.8800,
2567,sarrod,85479481,85479492;85479493,ov,100,1.8700,
2568,simasag,6456216,6461866;8181428;8181429,km,150,595.8200,
2569,simasag,6456696,6462833;8181388;8181389,ac,125,28.2800,
2570,simasag,6456698,6463083;8181533;8181534,ac,80,76.8000,
2571,simasag,6456700,6462656;6462657;6462668;6462673;6462684;6462688;6462689;6629353;15602168;15602169,ac,80,210.4200,
2572,simasag,6456702,6461936;6629358;6629359,ac,100,13.0600,
2573,simasag,6456704,6462699;6462921;6462922,ac,100,167.3300,
2574,simasag,6456706,6629322;6629323,ac,125,0.6800,
2575,simasag,6456708,6629328;6629329,km,150,30.4900,
2576,simasag,6456712,6461882;6462938;6462950;6462955;6462956;6462974;6462979;6462980;6462986;6462987;6462993;6462994;6462999;6463000;6463006;6463067;6463068;8168526;8168527;8181420;8181421,ac,100,250.1100,
2577,simasag,6456718,6462911;6462912,ac,125,84.5300,
2578,simasag,6456720,6458604,ac,125,4.6700,
2579,simasag,6456722,8181380;8181381,ac,100,14.9100,
2580,simasag,6456724,6462013;6462019;6462842;6462843;6462849;6462861;6462862;8181396;8181397,ac,80,148.2900,
2581,simasag,6456732,6461926;6462695;6462761;6462773;6462779;6462780;6462785;6462791;6462797;6462803;6462810;6462815;6462821;6462822;6462827;6462828,ac,80,149.2000,
2582,simasag,6456734,6458611,ac,100,62.7300,
2583,simasag,6456736,6458612,ac,100,169.8500,
2584,simasag,6456738,6461906;6461960;6461974;6461981;6462529;6462541;6462552;6462553;6462558;6462559;6462564;6462565;6462570;6462571;6462576;6462582;6462583;6462594;6462867;6462873;6462874;6462879;6462880;6462887;6462893;6462898;6462899;6462915;6462916;6463077;6463078;8181483;8181484;8181525;8181526,ac,80,337.2900,
2585,simasag,6456740,6462611;6462616;6462617;6462622;6462623;6462629;6462639;6462645;6462646;6462662;6462663;6462704;6462709;6462714;6462719;6462734;6462738;6462739;6462749;6462750;6462755;6462756;8181491;8181492,ac,80,209.1300,
2586,simasag,6456742,6463107;8181475;8181476,ac,125,43.1100,
2587,simasag,6456744,6461999;6462000;6463110;6463111;51227570,ac,125,114.9300,
2588,simasag,6456746,6462472;6462489;6462505;6462506;6462511;6462512;6462517;6462518;8181499;8181500,ac,80,221.3600,
2589,simasag,6456748,8181509;8181510,ac,125,87.5900,
2590,simasag,6456750,6463116;6463117,ac,125,24.1600,
2591,simasag,6456752,6461912;6462322;6462328;6462333;6462334;6462340;6462345;6462351;6462352;6462357;6462358;6462363;6462364;6462374;6462375;6462380;6462381;6462386;6462387;6462392;6462398;6462416;6462417;6462463;6462855;6462856;6462905;6462906;6463126;6463127;6463132;6463133;8181412;8181413;53223011;53223012,ac,125,429.7500,
2592,simasag,6456754,6461989;6462058;6462064;6462065;6462261;6462267;6462273;6462274;6462279;6462280;6462452;6462458;6462478;6462484;6462523;6462524;6463095;6463096;6463100;6463101;8181467;8181468,ac,100,407.6300,
2593,simasag,6456756,6463015;6463019;6463020;8181436;8181437,ac,80,155.4700,
2594,simasag,6456758,6462081;6462142;6462147;6462153;6462154;6462173;6462178;6462179;6462184;6462185;6462191;6462201;6462202;6462208;6462213;6462220;6462225;6462232;6462233;6462238;6462250;6462255;6462256;6463138;6463139;8181404;8181405;17542644;17542645,ac,100,453.2100,
2595,simasag,6456760,8181444;8181452;8181453;34635617;34635618,km,100,206.8400,
2596,simasag,6456762,6461875;6462087;6462098;6462111;6462117;6462123;6462124;6462422;6462429;6462430;6462442;6463031;6463037;6463043;6463049;6463055;6463056;6463061;6463062;6463120;6463121,km,100,199.9400,
2597,simasag,65212055,65212074;65212075,kpe,125,15.2700,
2598,sopron,39850,2806475;2806476,ac,300,5.0700,
2599,sopron,39866,1394300;1394306;1394312;1394318;1394324;1394330;1394331;1394336;1394337;1394343;1394349;1394354;1394355;1394361;1394367;1394373;1394379;1394385;1394391;1394397;1394403;1394409;1394410;2807262;2807263;2830199;2830200,kpe,110,229.3800,1
2600,sopron,39872,778603,ov,200,0.3000,
2601,sopron,39873,1371923;1385988;1386446;1386452;1386464;1386465;1386470;1386471;1386476;1386482;1393428;2807076;2807077;62134282;62134283;67718997;67719009;67719010;69287737;69287738,ac,80,472.1100,1
2602,sopron,39907,1392998;1392999;1393015;1393021;1398211;1398212;1405076;1405077;2806978;55385605;55385606,kpe,110,166.4900,
2603,sopron,40323,778311,kpe,160,1.2900,
2604,sopron,40324,1391948;1391952;1391958;1391962;1391963,kpe,110,46.4700,
2605,sopron,40325,1380792;1380979;1380991;1381002;1381003;1381014;1381021;1381026;1381027;1387776;1387787;1387788;1387793;1387794;1387800;1388015;1388021;1396001;1396002;6274329;6274330,ac,100,191.4500,1
2606,sopron,40326,778315,ac,80,1.8000,
2607,sopron,40328,778061,a,250,1.3200,
2608,sopron,40329,1400289;1400290,kpe,200,0.6500,
2609,sopron,40332,1396594;1396598;1396599,ac,100,39.4700,1
2610,sopron,40338,779655,kpe,110,11.7700,
2611,sopron,40339,2842277;2842278,kpe,110,14.0000,
2612,sopron,40357,2846723;2846724,kpe,160,8.1500,
2613,sopron,40358,83329665;83329666,kpe,160,36.3900,
2614,sopron,40359,780168,kpe,160,123.6300,1
2615,sopron,40475,1355523;1356711;1356716;1356722;1356728;1356735;1356741;1356747;1356753;1356759;1356765;1356771;1356777;1356783;1356784,ov,50,173.4400,3
2616,sopron,40476,1395234;1395239;1395244;1395249;1395254;1395259;1398259;1398264;1398265;1409711;1409712;2811501;2811502,kpe,110,184.5600,
2617,sopron,40485,2811013;2811014,gov,300,97.5600,
2618,sopron,40496,788503,kpe,63,3.2300,
2619,sopron,40497,1368019;1368020,ac,80,73.2600,
2620,sopron,40498,1373330;1390723;1390728;2823815;2823816;6274139;6274140,kpe,160,75.0000,
2621,sopron,40499,1355734;1359290;1398255;2823821;2823822;2831484;2831485,kpe,110,240.2500,
2622,sopron,40502,2823740;2823741,ac,150,72.5200,
2623,sopron,40503,1355337;1355347;1355348;1355354;1355359;1392206;1392213;2823733;2823734;6273985;20258550;20258551,kpe,110,100.5000,
2624,sopron,40504,74146328;74146380;74146381,ov,80,0.6800,2
2625,sopron,40570,1387495;1398008;1398013;1398018;1398023;1398028;1398033;1398038;1398043;1398048;2821959,ov,80,131.0500,3
2626,sopron,40571,2815413;2821886;2821887,kpe,110,4.3900,
2627,sopron,40573,1352005;1352010;1352020;1352025;1352030;1352051;1352056;1352061;1355463;1355468;1355748;1355749;1365177;1365178;1373981;1373982;2820110;2820111;2846396;2846397;47803348;47803349,kpe,110,158.7000,1
2628,sopron,40602,1367420;1408840;1408841;13413104;13413105,kpe,200,2326.0000,
2629,sopron,40603,1410383;1410384,kpe,110,347.1200,
2630,sopron,40604,1356834;1369585;1392577;1392578,kpe,110,1074.7900,
2631,sopron,40607,1372922;1405394;1405395;1407406;1407407,kpe,63,83.9800,1
2632,sopron,40609,786915,kpe,110,15.2300,
2633,sopron,40610,2831343;2831344,kpe,110,4.7100,
2634,sopron,40611,1394830;1394831;1398177;1398182;1398187;1398192;1398197;1398202;1398207;6273169;6273732;6273733,kpe,90,156.7300,
2635,sopron,40612,2845995;6284819;6284820,ac,300,68.6900,1
2636,sopron,40614,2831324;2831325,ac,250,1.2500,
2637,sopron,40628,2846421;2846422,kpe,63,10.7300,
2638,sopron,40631,2831167;2831168,kpe,110,15.3000,
2639,sopron,40636,1356880;1365517;1365518,kpe,90,20.2200,
2640,sopron,40639,1365532;1365533;1365538;1365544;1365550;1365556;1365569;1365575;1365581;1365582;2807401;2807402;2831118;2831119;6273866;6273867,kpe,110,114.7900,
2641,sopron,40654,1365163;1365167;1365172;2831124;2831125,kpe,90,53.8200,
2642,sopron,40680,1377592;1377597;1377598;1393733;1393734,ac,80,54.2000,2
2643,sopron,40689,791362,ov,50,16.9400,
2644,sopron,40699,790965,ac,150,14.5200,
2645,sopron,40701,1409270;1409271;2827471;2827472,ac,150,119.0100,4
2646,sopron,40709,1380178;2811521;2811522,kpe,110,40.6200,
2647,sopron,40718,790553,kpe,110,1.9000,
2648,sopron,40719,1397187;1397188;1397198;1397199;1397204;1397214;1397215;1397220;1397221;1397669;1397674;1397680;1397686;1397692;1397693,kpe,110,137.9700,
2649,sopron,40720,1349171;1380138;1380144;1380150;1380156;1380162;1380168;1380169;1397254;1397259;1397265;1397271;1397277;1397278,kpe,110,164.7300,1
2650,sopron,40742,1395539;1395542;1395543,ov,50,27.9000,
2651,sopron,40743,1395615;1395620;1395624;1395625;2825545;2825546,ac,80,55.8900,1
2652,sopron,40761,2841035;2841036,kpe,315,455.1500,
2653,sopron,40764,1388032;1388036;2834581;2834582,kpe,110,108.9400,
2654,sopron,40765,1350029;2834574;2834575,kpe,90,58.5600,
2655,sopron,40768,1365349;1365353;1365358;1365363;1365368;1365373;1365378;1365383;2834588;2834589,ac,50,108.5400,1
2656,sopron,40779,1377378;1401131;1401136;6274059;6274060;9355920;9355921,kpe,75,142.3800,11
2657,sopron,40783,1360411;1378353;1392127;1392128;2846967;2846968,ac,125,166.8200,1
2658,sopron,40789,791310,ac,100,1.6900,
2659,sopron,40797,1354832;1354837;1354838;1379700;1379735;2834457;2834458,ov,80,118.5400,1
2660,sopron,40804,1364698;1364702;1364711;1364712;1364718;1364723;1364728;1364733;1373378;1402256;1402257,ov,80,127.7900,
2661,sopron,40805,2818207;2818208;2823978;2823979,kpe,90,281.9700,
2662,sopron,40819,1365035;1365040;1365041;2818181;2818182,kpe,63,50.4700,
2663,sopron,40823,1364905;1365955;1365961;1365962;2822263;2822264,ov,100,84.3800,1
2664,sopron,40824,792167,kpe,110,12.8500,
2665,sopron,40841,1365928;1365934;1365939;1365940;1365946;2845286;2845287,ac,50,48.0700,
2666,sopron,40855,1365433;1365438;1365443;1365885;1365894;1365899;1365909;1365914;1377514;1377515;1377521;1377526;1377527;2841608;2841609;2845243;2845244,kpe,110,198.2300,
2667,sopron,40876,1377408;1377418;1377419;1377424;1377429;1377434;1377439;1377454;1377455;1377460;1377461;1380011;1380012;1380023;1380027;1380028;2845146;2845147,kpe,90,116.0300,3
2668,sopron,40886,1379996;1380006;1392254;1392446;1392447;2843412;2843413;2843455;2843456,ac,100,99.6500,1
2669,sopron,40899,1371120;1374945;1379863;1385823;1385824;2841742;2841743,kpe,110,205.2600,
2670,sopron,40930,1395475;1395480;1404017;1404018;1404027;1404028;2841560;2841561,kpe,110,115.1000,
2671,sopron,40961,1392978;2807013;2807014,gov,150,36.4500,
2672,sopron,40964,778542,kpe,160,2.7700,
2673,sopron,40973,1364867;1364872;1372759;1372760;1373388;1373389;2822304;2822305,kpe,160,137.3200,1
2674,sopron,40977,1364409;1364414;1364419;1364890;1364891;2818372;2818373;2845627;2845628,ac,100,242.9700,2
2675,sopron,41002,1369608;1369613;1369619;1369626;1369633;1369640;1369647;1369653;1369654;2837891;2837892,kpe,160,239.3800,
2676,sopron,41005,1351986;1351991;1353465;1353466;2837884;2837885,kpe,110,80.3900,
2677,sopron,41021,2847424;2847425,ac,300,303.7200,
2678,sopron,41022,63868821,ac,250,96.3900,
2679,sopron,41023,1351979;1369158;1369159,ac,300,100.1500,
2680,sopron,41026,1397396;1411272;1411273,kpe,160,529.1300,
2681,sopron,41067,1355161;1355165;1355170;2824020;2824021,kpe,110,106.4200,
2682,sopron,41070,1348723;1373755;1373763;1373768;1373769;2836136;2836137,kpe,110,90.5300,
2683,sopron,41071,1375191;1393063;2838202;2838203;6274182;6274183,kpe,110,80.1600,
2684,sopron,41093,1364494;1364499;2836041;2836042;2836048;2836049,kpe,110,109.2600,
2685,sopron,41099,792135,ac,150,26.0000,
2686,sopron,41114,1363937;1363942;1363947;1373314;2825411;2825412;79840955,ov,50,109.8900,1
2687,sopron,41118,1389650;1389651;1389656;1389662;1389666;1389667,ac,150,143.6000,
2688,sopron,41125,1393534;1393540;1393546;2836086;2836087;2836092;2836093,kpe,110,77.0200,
2689,sopron,41126,1369173;1369174;2825336;2825337,kpe,110,88.6500,
2690,sopron,41127,1356279;1364371;1364376;1364381;1364386;1364391;1364396;2825322;2825323,kpe,110,94.2900,
2691,sopron,41142,1365327;2806462;2806463;59072244;59072245,kpe,110,144.2200,
2692,sopron,41145,2825286;2825287;6283428;6283429,kpe,110,108.2400,
2693,sopron,41151,1364829;1364838;1364839;1364850;1389594;1389595;2823680;2823681,kpe,160,191.4700,
2694,sopron,41161,2820293;2820294,kpe,315,0.9900,
2695,sopron,41163,1377740;1377745;2812379;2812380;2822332;2822333,kpe,160,106.6800,1
2696,sopron,41201,1369182;1369183;1369198;1369199;1369209;1369210;1379503;1379504;1390007;1390008,kpe,110,137.9800,
2697,sopron,41203,1368579;1368580;1368586;1368591;1368606;1368607;1368613;1368614;1368620;2821760;2821761;2823459;2823460;6274121;6274122,kpe,110,176.6500,
2698,sopron,41206,1385639;1385643;1385652;1385653;1385659;1385664;1385669;1385674;1385679;1385690;1385691;1385697;2821747;2821748,kpe,110,141.8200,
2699,sopron,41207,2815078;2821681;2821682,kpe,160,39.3000,
2700,sopron,41216,2846635;2846636,ac,150,45.5700,
2701,sopron,41224,1366075;1366080;1366085;1366094;1366095;1390064;1390065;1392795;1392796;1403304;1403305;1403310;1403315;1403320;1403325;1403330;1403335;1403340;2816742;2816743;2819764;2819765,ac,200,185.7400,3
2702,sopron,41236,1355921;1403266;1403271;2819659;6273438;6273439,ac,100,44.7000,
2703,sopron,41242,1379653;1379657;1379662;2833032;2833033;6274115;6274116,ov,80,58.0400,
2704,sopron,41255,2832952;2832953;6274474;6274475,ac,80,41.0600,
2705,sopron,41257,2832946;2832947,ov,80,42.4100,
2706,sopron,41262,1371311;1379744;1379745;1397506;2832933;2832934,ac,50,86.5700,1
2707,sopron,41281,1403937;1403946;1403951;1403956;1403960;1403961;6274244;6274245,ov,80,84.7700,1
2708,sopron,41292,1403893;2832846;2832847;28298255;28298256,ov,50,72.9000,1
2709,sopron,41299,1348628;1348979;1348980,ac,250,484.8700,3
2710,sopron,41300,1404384;1404385;2843902;2843903,ov,100,31.8800,
2711,sopron,41307,1403793;1403798;1403799;2831056;2831057,ac,125,55.4000,
2712,sopron,41330,1395007;1395011;1395016;1404214;2830904;2830905,ov,50,72.6600,
2713,sopron,41335,1404152;1404158;1404164;1404170;1404176;1404177;1404184;1404190;1404191;2829223;2829224;2830862;2830863,ov,50,120.3400,
2714,sopron,41355,1353376;1353381;1353382;2829180;2829181,olom,32,45.4800,2
2715,sopron,41393,1354546;1354551;1364072;1364077;1364083;1364089;1364095;1379690;1379695;1391004;1391005;1407910;1407911;2812688;2812689;2833045;2833046;75044266;75044267,ov,80,142.0800,
