,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
335,40719,1397187;1397188;1397198;1397199;1397204;1397214;1397215;1397220;1397221;1397669;1397674;1397680;1397686;1397692;1397693,kpe,110,137.9700,
336,40720,1349171;1380138;1380144;1380150;1380156;1380162;1380168;1380169;1397254;1397259;1397265;1397271;1397277;1397278,kpe,110,164.7300,1
337,42984,2847509;2847510,gov,150,42.4100,
338,42989,2840912;2840927;2840928,pvc,110,21.8300,2
339,42995,787886,ac,125,0.4000,
340,43004,6283416;6283417,kpe,160,16.1200,2
341,43005,1401092;1401096;1401101;1401106;1401111;1401116;1401117,ac,100,102.1700,4
342,43007,1357705;1357710;1357715;1357726;1371844;1371845;1375297;1389573;2820279;2820280;2838963;2838964,kpe,90,149.9600,4
343,41151,1364829;1364838;1364839;1364850;1389594;1389595;2823680;2823681,kpe,160,191.4700,
344,41161,2820293;2820294,kpe,315,0.9900,
345,43490,2809705;2809706,a,200,8.7100,
346,43504,1400079;1400084;1400085;2844385;2844386,kpe,110,55.8100,
347,43508,2842792;2842793;2844378;2844379,ac,50,105.5000,1
348,43518,1369081;1369087;1369104;1369109;1369115;1375159;1393217;1393986;1400022;1400027;1400028;1400033;1400034;1400375;1400376;1400381;1400382;2844353;2844354;13412373;13412374;25703405;25703406,ac,125,265.6600,1
349,43522,1402310;1402321;1402322;1402327;1402328;2837308;2837309;53800797;53800798,ov,150,87.7200,
350,43523,1375142;2840111;2840112,kpe,160,44.0300,1
351,43529,1402296;2842811;6274109;6274110;7686765;7686766,ov,80,115.1300,
352,43537,1352604;1352609;1352614;1352619;1352624;1352629;1352634;1352644;1399912;1399913;1399923;1399924;2833374;2833375;2842803;2842804;6274103;6274104,kpe,90,179.6900,
353,43539,787831,ac,100,8.3000,
354,43540,787830,ac,100,2.4000,
355,41755,1351675;1351676;1374288;2826935;2826936,kpe,90,66.9700,
356,41772,2842149;2842150,ac,80,48.1100,
357,41777,1351530;1370814;1394898;1394899;2842289;2842290,ac,80,75.1100,
358,41778,1354149;1354159;1354164;1354169;1354174;1391908;1391909;1394891;1394892;2844970;2844971;2846182;2846183,ac,100,190.2500,3
359,42764,1388759;1388763;1388768;1388774;1388779;1388786;1393659;1393660,kpe,90,84.8800,
360,42765,1351272;1351276;2843772;2843773,ac,80,61.6600,
361,42767,1370690;1388372;1388373;1388378;1388379;1388384;1388385;1388390;1388391,kpe,110,71.7500,
362,39850,2806475;2806476,ac,300,5.0700,
363,39866,1394300;1394306;1394312;1394318;1394324;1394330;1394331;1394336;1394337;1394343;1394349;1394354;1394355;1394361;1394367;1394373;1394379;1394385;1394391;1394397;1394403;1394409;1394410;2807262;2807263;2830199;2830200,kpe,110,229.3800,1
364,39872,778603,ov,200,0.3000,
365,39873,1371923;1385988;1386446;1386452;1386464;1386465;1386470;1386471;1386476;1386482;1393428;2807076;2807077;62134282;62134283;67718997;67719009;67719010;69287737;69287738,ac,80,472.1100,1
366,41201,1369182;1369183;1369198;1369199;1369209;1369210;1379503;1379504;1390007;1390008,kpe,110,137.9800,
367,41203,1368579;1368580;1368586;1368591;1368606;1368607;1368613;1368614;1368620;2821760;2821761;2823459;2823460;6274121;6274122,kpe,110,176.6500,
368,41206,1385639;1385643;1385652;1385653;1385659;1385664;1385669;1385674;1385679;1385690;1385691;1385697;2821747;2821748,kpe,110,141.8200,
369,41216,2846635;2846636,ac,150,45.5700,
370,42211,1354136;1354141;1359189;1375915;1404639;1404640;2809589;2809590;2846911,kpe,160,134.7400,
371,42213,1402079;1402080;1402085;1402507;1402512;1402513;1402518;1402528;1402534;1402535;1402540;2837485;2842026;2842027,kpe,160,221.9100,4
372,42230,1363021;1363026;1363027;2837333;6273959;6273960,kpe,160,95.8400,
373,42233,787968,kpe,160,1.1000,
374,42779,1370163;1370167;1370172;1370177;1370685;2817484;2817485,kpe,90,62.3300,
375,42781,1388756;2817477;2817478,kpe,90,43.6900,
376,42782,1370116;1370120;1370126;1370131;1388718;1388719;1388724;1388725;1388732;1388738;1388739;1388746;2817464;2817465,kpe,90,122.1600,
377,42799,1361595;1361596,ac,200,26.8200,
378,42813,1361522;1361526;1361531;2844786;2844787,kpe,63,80.4500,1
379,42825,1361442;1361448;1361453;1361458;1361467;1361468;1361949;1361954;1361959;1361964;6284673;6284674;40000758;68614140;68614141,kpe,110,205.7300,
380,43904,1349984;1375820;1375821;38997325;38997326,kpe,160,345.2600,
381,43907,1356939;1356943;1373745;2833425;2833426,kpe,110,118.9500,
382,40961,1392978;2807013;2807014,gov,150,36.4500,
383,40973,1364867;1364872;1372759;1372760;1373388;1373389;2822304;2822305,kpe,160,137.3200,1
384,40977,1364409;1364414;1364419;1364890;1364891;2818372;2818373;2845627;2845628,ac,100,242.9700,2
385,42243,1367285;1367290;1367300;1367301;1367306;1367312;2810018;2810019;2837284;2837285,kpe,90,112.9300,
386,43268,1394760;1394764;1394765,kpe,110,83.9500,
387,43277,778396,kpe,110,0.2500,
388,43280,1400284;2830266;2830267;34605126;34605127,kpe,90,41.0500,
389,63727,1377848;1377853;1377858;1377863;1377868;1385841;1385842;2815002;2815003,ac,200,110.2600,
390,65451,1397602;1397608;1397614;1397620;1397626;1397627;1397632;1397638;1397639;1397644;1397650;1407916;1407917;2839872;2839873,kpe,160,126.9100,14
391,65452,2823706;2823707,ac,150,37.1000,
392,65453,1365050;1365051;1365056;1365061;1365062;2818133;2818134,kpe,110,51.5200,
393,65456,785870,ac,150,55.1800,
394,65457,785868,gov,100,1.6500,
395,65459,1356346;1375717;1388494;1388495;2807033;6273573;6273616;6273617;6273622;6273623,kpe,90,114.6100,
396,65460,1390641;2812776;2812777;41636066;42953065;42953066;42953159;42953160,kpe,160,139.0800,
397,65462,785819,kpe,160,0.5200,
398,64495,1356274;1356652;1356663;1356669;1387400;1387401;25382797;25382798,ac,100,87.4600,1
399,64508,782740,kpe,110,7.7800,
400,64509,1374748;1374749,kpe,160,69.6700,
401,64537,1350557;1396104;1396105,ov,80,6.8400,
402,64541,782334,a,80,0.9600,
403,64545,1393794;1405443;1405444;2817244;2817245;6273480;6273481;44859777;44859778,ov,100,88.9700,1
404,62887,1373640;1373645;1374273;1374968;1378398;1378399;1396550;1396556;1396557;2845447;2845448,kpe,110,128.9000,
405,62905,1401258;1401263;1401267;1401268;1401712;1401718;1401724;1401730;1401736;1401742;1401748;1401755;1401761;1401767;1401773;1401779;1401785;1401791;1401796;1401797,ov,80,160.7400,5
406,62923,2833605;2833606,gov,200,95.5900,
407,63161,1365187;1365192;1365642;1365643;2846003;2846004,ac,250,47.9800,1
408,63163,1350224;1380192;1380197;1380202;1380207;1380212;1380350;1387642;1387643;1390707;1390708;1393293;2811494;2811495;14617659;40816113;40816114,ac,100,269.2300,11
409,65682,1407054;1407058;1407379;1407731;1407732;1407737;1407738,kpe,63,46.5400,
410,66869,2838757;2838758,ac,150,2.7600,
411,66050,1350704;1397158;1397163;1397164,ov,50,33.2600,
412,66055,2830066;2830067,kpe,200,68.4600,
413,66056,1375005;1375006;1390702;2831318;2831319,ac,250,311.5600,1
414,66057,1359893;1359894,ac,300,7.0100,
415,66069,1369862;1369866;1369867;1405697;1405698,kpe,110,85.8400,
416,66090,1371411;1397905;1397906;1397911;2824581;2824582,ac,125,139.8300,1
417,66092,1407417;1407418;2813917;2813918;6271018;6271042;6271043,kpe,90,84.5100,
418,66094,781374,kpe,90,106.4100,
419,66095,1390813;1390828;1391103;1391140;1391147;1391422;1391423;1391429;1391430;1391437;1391443;1391444;1391513;1391514;1391520;1391521;1391526;1391527;1391532;1391533;1391538;1391539;1391544;1391545;1391551;1391556;1392093;1392094;1406287;1406288;1406293;1406294;1406532;1406533;1406538;1406539;1406544;1406545;2813881;2813882,ac,80,245.5200,
420,66097,1394233;1408424;1408425;2813792;6272935;6272936;68310329;68310330,kpe,90,165.4700,
421,66099,1386919;1386933;1389766;1389767;1406200;1406201;1406968;1406969;1407433;1407434,kpe,110,137.6500,
422,66100,1406982;1408604;1409375;1409691;2813984;6270869;6270901;6270995;6271000;6271001;6271012;6271013;6271055;6271060;6271061;6271066;6271067;6271084;6271085;6272135;6272141;6272147;6272403;6272404;6272777;6272778;6272960;6272961;6272966;6272967;6273094;41366352;41366353,kpe,90,360.2700,
423,66101,1407478;1407479;6272978;62418106;62418107,kpe,63,84.3100,
424,66102,1408830;1408858;1408859;1409428;6272158;13412410;13412411;68614084;68614085,kpe,110,120.3000,
425,66104,1394727;1394728;1410985;2813682;2813683,kpe,63,121.6000,
426,66106,780655,kpe,110,3.9100,
427,66108,1405073;2810489;2810490,kpe,160,3076.5300,
428,66109,780598,kpe,160,3.7600,
429,66110,1389763;1411059;1411060,ac,150,171.3000,
430,65463,2840253;2840254,kpe,160,24.6000,
431,67331,1365971;1365977;1365982;1365991;1365992;1366002;1366003;1366013;1366014;1366024;1366025;1366035;1366036;1366042;1366047;1374166;1374167;1377634;1377640;1377651;1377652;1393869;1393870;2829411;2829412,ov,80,167.1200,6
432,65464,2846579;2846580,gov,250,1.5300,
433,65465,2846586;2846587,kpe,110,30.0700,
434,65467,1354014;1354015,kpe,90,35.7800,
435,65468,1375674;1388500;1411299;1411300;2847336;2847337;6273671;6273677;6273678,kpe,90,130.7400,
436,65471,1354495;1354500;1354505;1363477;1363478;1363483;1363489;1363495;1363500;1363955;1363956;1371329;1371330;1373784;1378515;1393562;1393567;1393568;1393629;1393630;1396477;1396483;1396484;1396495;1396496;1405816;1405817;1406047;1406048;6273358;6273359,ov,80,302.7200,2
437,65472,785691,kpe,110,3.1000,
438,65473,2836806;2836807;58211243;58211244,kpe,160,58.8500,
439,65474,2835299,kpe,110,70.4400,
440,65475,785627,kpe,110,2.9600,
441,65476,1365289;1409717;76719986;76719987,ac,300,304.8600,
442,65477,6284812;6284813,ac,250,54.6000,
443,65481,1367807;1367808;2812993;2812994,gov,150,46.1800,
444,65482,2812952;2812953,gov,100,2.3200,
445,65483,2843996,ac,400,82.1300,
446,65486,783910,ac,150,2.1300,
447,65487,783904,ac,50,0.5000,
448,65488,1387089;1388026;1389852;1391982;1391983,kpe,160,254.8600,
449,65490,1360710;1360714;1360719;1360737;1360738,kpe,63,69.2700,
450,42579,1351372;50294708;50294709,kpe,160,183.9000,
451,42580,1409697;34204959,ac,300,152.8100,1
452,42584,787536,ac,300,182.3200,1
453,42586,1351360;1351366;1351367;2827769;2827770;2829639;2829640;65395197;65395198,ac,200,119.9000,
454,42590,1351343;1353793;1359155;1359156;2829577;2829578,ac,200,104.2200,
455,42592,1351330;1351336;1353786;1353787;1358214;1358215;2829633;2829634,kpe,110,101.0600,
456,42594,1358224;1358225;1390942;1390943;2826579;2826580,kpe,110,77.5000,
457,42609,1360617;1360622;1360627;1360632;1360637;1360642;1360647;2820849;2820850;2847767;2847768,ac,100,93.5300,1
458,42610,1361678;1361684;1361685;1361691;1361692;1366926;1366927;1366931;1366932;1367962;1367963,ov,80,60.8900,1
459,42611,1350326;1350330;1360275;1374532;1374533;2817380;2817381,ac,100,81.6400,
460,42613,1350285;1360282;1366947;2824931;2824932,kpe,160,48.9000,
461,42614,1350306;2842699;2842700;2842705;2842706,kpe,110,63.4800,
462,42615,1350293;1350982;1350983;1366911;2824951;2824952;2824958;2824959,kpe,110,58.4000,
463,42616,1362146;1372248;1372249;2822072;2822073,kpe,110,36.8100,
464,43624,1361189;1361196;1367474;1367498;1367499;1394128;1394129;2809209;2809210,ov,80,85.6300,1
465,43625,1361156;1361165;1361170;1361175;1361179;1361180;1367508;1367509,ov,80,104.2100,1
466,43626,1358383;1358387;2824066;2824067,ov,80,53.5700,
467,43628,2846237;74231455,ac,50,9.1800,
468,43630,2840781;74231547,ac,50,5.7100,2
469,65531,782678,kpe,90,10.6500,
470,43646,1360382;1388115;1388119;1388120;5810360;5810361,kpe,110,35.3200,
471,43657,1387413;1388127;1388132;1388137;1388138,kpe,110,38.4200,
472,43662,2829704;2829705,kpe,400,9.1200,
473,43663,791075,kpe,400,51.8800,
474,43665,1354400;1361304;1361316;1361322;1361328;1361340;1361341;1373633;1373634;2806769;2806770;81859946;81859947,ac,125,125.8200,1
475,43670,1376517;1380910;1380916;1380922;1380929;1380935;1380940;1380941;1380947;1381103;1381109;1381116;1381128;1381133;1381134;1381140;1381146;1381151;1381152;1404669;2832098;2832099;2838592;2838593,kpe,160,199.6200,4
476,43679,2838585;2838586,kpe,90,5.6000,
477,43683,2838153;2838154,kpe,160,10.3600,
478,74231480,74231502;74231516;74231530;74231531,kpe,90,61.4500,
479,40570,1387495;1398008;1398013;1398018;1398023;1398028;1398033;1398038;1398043;1398048;2821959,ov,80,131.0500,3
480,40571,2815413;2821886;2821887,kpe,110,4.3900,
481,40573,1352005;1352010;1352020;1352025;1352030;1352051;1352056;1352061;1355463;1355468;1355748;1355749;1365177;1365178;1373981;1373982;2820110;2820111;2846396;2846397;47803348;47803349,kpe,110,158.7000,1
482,41576,1403050;1403051,ov,80,78.2400,
483,66111,780586,kpe,110,70.1000,
484,66113,2806966;2806967,gov,150,2.0000,
485,66115,1356674;2827968;2827969,gov,80,24.0000,
486,66116,779362,gov,150,0.1200,
487,66117,779207,kpe,110,1.0300,
488,66118,2846960;2846961,kpe,110,37.7400,
489,66119,1405358;6273174;6273175;6273774;6273775;6273836;38997375;38997376;47348677,kpe,90,129.8800,
490,66120,786912,kpe,110,21.6700,
491,66121,2823849;2823850,kpe,160,6.2700,
492,66122,1405224;1405245;2823842;2823843,kpe,63,133.1800,
493,66125,2806725;2806726,ac,400,113.8700,
494,64351,1371436;1371440;1371441,kpe,110,62.0000,
495,41607,1364312;1364317;2837568;2837569;2841403;2841404,kpe,160,96.4500,
496,41622,1377272;1377276;1377281;2834352;2834353,ac,100,65.4400,
497,41631,2807806;2823356;2823357,gov,100,42.8100,
498,42617,1371503;1371513;1371514;1393379;2820415;2820416;6284667;6284668,kpe,110,72.6900,
499,42618,1353976;1374262;1375522;1375523;1375728;1375989;1375995;1375996;2820355;2820356,kpe,90,122.6900,
500,42620,1374539;1374549;1374550;1374556;1374557;2820369;2820370,kpe,90,144.6700,
501,64398,1351117;1351118;28820748;28820749,kpe,110,76.5600,
502,64400,1379648;1379649,ac,150,53.4800,1
503,65532,1409801;1409802;1409812;1410681;1410688;1410695;1410701;1410702;1411285;1411286;11002644;11002645,kpe,110,120.6800,
504,65549,2842067;2842068,gov,200,92.9800,
505,42656,1355948;2824863;2824864,ov,80,155.6900,
506,42657,1361547;1362441;6633882;6633883;20258134;20258135;76902742;76902773;76902774,ac,80,145.8000,3
507,42658,2811166;2811167,kpe,110,123.0000,
508,42662,1362033;1362421;1362425;1393574;1393575,kpe,110,137.5900,
509,42665,80798782;80798783,kpe,110,9.9700,
510,42672,1362940;1362950;1362951;1372219;1372225;1372231;1372236;1391032;1391033;2818492;2818493,ov,80,157.6100,1
511,42680,1362906;1362910;1362920;1362921;1362926;1362931;1362932;2809869;2809870,pvc,110,78.0400,3
512,42684,2824773;2824774,pvc,90,3.5500,
513,65594,1373053;1373058;1373062;1373068;1373072;1373073;1376187;1376188,kpe,200,86.8600,
514,43702,1396100;2841866;2841867,kpe,200,17.0300,
515,43703,2841911;2841912,gov,200,23.6200,
516,43713,1396012;1396017;1396022;1399799;1399800;2811561;2811562;2836800;2836801,ov,80,111.9500,3
517,43728,1360490;1380891;1380903;1380904;1390742;1397405;1409275;1409276;2810693;2810694;6274404;6274405,kpe,90,115.2300,
518,43730,1350825;1356512;1356517;1356528;1356532;1356533;1356539;1356540;1387417;1387418,kpe,110,113.3600,
519,43734,1350812;1386834;1386840;1386850;1397390;1397391;1397417;1397418;1397429;1397430;1397435;1397436;2816576;2816577,kpe,160,106.7500,2
520,43741,1395928;1395934;2807549;2807550;2826189;2826190;74018027;74018028,kpe,160,51.7300,1
521,43747,1395918;2826246;2826247,pvc,80,40.2800,
522,43748,1386771;1386777;1386783;1386788;1386793;1386798;2829911;2829912;6283368;6283369,kpe,110,170.9000,
523,63899,1359350;1359351;1359356;1359361;1359366;54684539;54684540,kpe,90,44.5500,
524,63900,1359383;1359388;1359393;1359398;1359403;1359417;1359796;2840169;2840170;2840197;2840198,kpe,90,102.9800,
525,65019,2847550;2847551,kpe,110,5.0200,
526,66740,2810440;2810441,kpe,90,20.5800,
527,65068,1388916;1388919;1388920,kpe,63,53.1500,
528,66247,1390075;1390078;1390079,kpe,90,45.0200,
529,66251,1393262;1393266;2806954;2806955,kpe,160,162.8400,
530,66252,1351386;1351395;1351396;1351407;1351408;1351414;1351419;1351424;1351429;1351434;1351439;1351443;1353816;1353817;1353839;1353840;1353846;1353852;1353858;1353863;1353864;1357042;1368639;1374887;1389076;1389077;1389082;1389083;1389088;2840099;2840100,kpe,90,259.9000,19
531,66254,2809230;2809231,gov,150,11.6200,
532,65366,1368286;2806122;2806123,ac,80,34.0900,1
533,64442,2810551;2826964;2826965,a,50,8.9200,
534,65612,785540,pvc,110,0.4000,
535,65614,1396135;1396139;1396144;1396148;1396149,ac,200,42.8300,
536,65616,1379225;2811238;2811239;29791718,ac,80,85.3000,1
537,65617,2837278;2837279,kpe,110,19.2900,
538,67522,2806934;2806935,kpe,110,3.9000,
539,66476,779910,ac,250,57.0800,
540,65618,2824446;2824447,ac,80,41.6900,
541,65619,1359242;2837502;2837503,ac,80,43.3300,
542,65622,1385954;1398525;1398529;1398534;1398535;2812663;2812664,ac,200,261.1700,
543,65625,2842225;2842232;2842233,kpe,110,63.4400,
544,65626,2845487;2845488,kpe,315,34.4100,
545,65627,1402849;2817663;2817664,kpe,315,58.2500,
546,65629,1351597;1351837;1353157;1353164;1353169;1353170;2828976;2828977,ac,125,83.9100,
547,65630,1351860;1351865;1351881;1351887;1351893;1351898;1351903;1351908;1351913;1353180;1353181;1355020;1355021;1390987;1390988;2806153;2806154;2817572;2817573,ov,80,188.8900,1
548,65631,1371551;1371552,gov,150,81.2400,
549,65632,2820184;2820185,ac,80,22.2000,
550,65633,782928,ac,125,32.8100,
551,65635,1368294;1368299;1368304;1368309;1368314;1368319;1368360;1368364;1370932;1370933;2806116;2806117;52089104;52089105,ac,125,144.5900,
552,65636,1351817;1351822;1351827;1354903;1354909;1354915;1354926;1354927;1354932;1354933;1355925;1373682;1373683;1391000;1403826;1403827;1403833;1403838;1403843;1403848;1403853;1403858;1403859;2807339;2807340,ov,125,201.1400,
553,65637,1353411;1353415;1353425;1353426;1353431;1353436;1353441;1353446;1353451;1353456;1404081;1404091;1404092;1404097;1404102;1404107;1404112;1404117;1404122;1404127;1404137;1404138;2829211;2829212,ac,100,234.9600,
554,65638,1363216;1363222;1363228;1363234;1363245;1363246;1363252;1363258;1363264;1363270;1363276;1363281;1363282;1363288;1363293;2823230;2823231;2825012;2825013,ov,80,132.7400,
555,65640,1379096;1379100;1379105;1379106,kpe,90,47.7300,1
556,65641,786172,gov,200,0.5300,
557,65642,1371307;2844027;2844028,ac,200,17.1900,
558,65644,1374293;2845540;2845541,kpe,110,45.5000,
559,65645,1364002;1364042;1364047;1364054;1364055,kpe,160,46.2900,
560,65646,1364427;1364432;2829796;2829797;2846704;2846705,kpe,160,138.6300,
561,65647,1404038;1404043;1404048;1404052;1404053;2845032;2845033,kpe,160,78.9800,
562,65648,786102,kpe,110,15.7600,
563,64844,2812373;2812374,kpe,110,5.5400,
564,65965,1404924;1407030;1407031;1409381;1410424;1410429;1410430;1410610;6270893;6270894;6270965;41366223;41366224,kpe,90,139.2500,
565,65966,1406173;2813909;6271024;6271025;6271031;6272007;6272008;6272917;6272918,kpe,90,311.8200,
566,65969,1390845;1390875;1406549;1406554;1406555;1406560;1406566;1406567;1406573;1406574;1406579;1406580;1406585;1406586;1406591;1406592;1406597;1406598;2814206;2814207,kpe,110,154.1100,
567,71432,2815842;6284782;6284783,ac,150,297.5300,
568,65932,1408674;1409933;1409934;1410061;1410067;1410072;1410073;1410078;1410079;1410084;1410085;1410090;1410091,kpe,90,262.7600,
569,70891,2811160;2811161,gov,400,0.9500,
570,70892,2815440;2815441,gov,150,1.4800,
571,70896,2831395;60357384;60357385,kpe,110,363.2200,2
572,70897,2845594;2845595,ac,300,1.6000,
573,70898,1408826;2831357;2831358,kpe,110,18.2000,
574,70899,1359991;1361590;1385846;1390582;1390583;1391282;1391283,ac,200,221.8500,2
575,70906,781508,ac,100,47.2800,
576,70907,1405104;1405109;1405114;1405129;1405130;1405272;1405277;1405278;2809602;2809603,kpe,110,176.5900,
577,70099,1379510;1379518;1379519;1379525;1379530;1379535;1379540;1379545;2823472;2823473,ac,80,118.5000,7
578,70113,1403032;1403500;1403501;1403506;1403507;1403513;2828912;2828913,ov,50,84.5800,
579,67990,1401277;1401282;1401288;1401295;1401301;1401307;1401314;1401320;1401846;1401852;1401857;1401858;1401864;1401869;2821131;2821132,ov,80,108.9900,3
