504.0,1.0
668.0,0.0
315.0,0.0
565.0,1.0
453.0,0.0
207.0,0.0
203.0,1.0
648.0,0.0
164.0,1.0
582.0,1.0
36.0,0.0
448.0,0.0
247.0,0.0
461.0,0.0
252.0,1.0
613.0,0.0
625.0,0.0
627.0,1.0
253.0,0.0
102.0,0.0
135.0,1.0
362.0,0.0
95.0,0.0
578.0,1.0
177.0,1.0
166.0,1.0
416.0,1.0
637.0,1.0
634.0,1.0
96.0,1.0
487.0,1.0
600.0,0.0
579.0,0.0
520.0,0.0
116.0,0.0
660.0,1.0
249.0,1.0
263.0,1.0
572.0,1.0
295.0,0.0
324.0,0.0
414.0,0.0
312.0,0.0
133.0,1.0
640.0,0.0
408.0,1.0
317.0,0.0
529.0,1.0
634.0,1.0
491.0,0.0
15.0,0.0
654.0,1.0
657.0,1.0
132.0,0.0
412.0,0.0
151.0,1.0
676.0,1.0
37.0,0.0
373.0,1.0
360.0,0.0
141.0,0.0
303.0,1.0
599.0,0.0
120.0,1.0
332.0,0.0
632.0,1.0
26.0,0.0
473.0,1.0
646.0,1.0
663.0,1.0
266.0,1.0
475.0,0.0
492.0,0.0
180.0,1.0
5.0,0.0
612.0,1.0
592.0,0.0
176.0,0.0
316.0,1.0
241.0,1.0
518.0,1.0
458.0,1.0
143.0,1.0
484.0,0.0
422.0,1.0
28.0,0.0
362.0,1.0
62.0,1.0
212.0,0.0
690.0,0.0
476.0,0.0
583.0,1.0
629.0,0.0
586.0,1.0
86.0,1.0
197.0,0.0
51.0,0.0
575.0,1.0
92.0,1.0
158.0,1.0
124.0,0.0
181.0,1.0
34.0,0.0
16.0,0.0
655.0,0.0
257.0,1.0
568.0,0.0
402.0,1.0
494.0,1.0
75.0,0.0
17.0,0.0
119.0,1.0
141.0,0.0
185.0,1.0
444.0,1.0
370.0,1.0
234.0,0.0
601.0,0.0
470.0,0.0
649.0,1.0
271.0,1.0
463.0,0.0
685.0,0.0
377.0,1.0
294.0,0.0
72.0,0.0
31.0,0.0
368.0,1.0
82.0,1.0
536.0,0.0
30.0,1.0
51.0,0.0
604.0,1.0
229.0,0.0
