764.0,0.0
2085.0,0.0
1843.0,1.0
1783.0,0.0
952.0,1.0
1179.0,1.0
1183.0,1.0
1780.0,0.0
1261.0,1.0
463.0,1.0
443.0,0.0
1344.0,1.0
1426.0,1.0
1472.0,1.0
415.0,0.0
2312.0,1.0
1328.0,0.0
181.0,1.0
1396.0,1.0
995.0,1.0
45.0,0.0
190.0,0.0
374.0,1.0
1746.0,0.0
2045.0,0.0
2473.0,0.0
611.0,1.0
1808.0,1.0
1474.0,0.0
1377.0,0.0
2452.0,1.0
2656.0,1.0
1979.0,0.0
1066.0,1.0
2398.0,1.0
1120.0,0.0
1852.0,0.0
351.0,1.0
2511.0,1.0
699.0,0.0
2382.0,1.0
1047.0,1.0
1447.0,1.0
575.0,1.0
1372.0,0.0
911.0,0.0
887.0,1.0
185.0,1.0
2365.0,1.0
2350.0,0.0
1886.0,0.0
1712.0,1.0
2685.0,0.0
2310.0,0.0
973.0,1.0
1770.0,1.0
625.0,0.0
2217.0,1.0
1434.0,1.0
518.0,1.0
1503.0,0.0
1959.0,1.0
1831.0,1.0
453.0,0.0
2457.0,1.0
522.0,0.0
1255.0,1.0
1341.0,1.0
1590.0,0.0
401.0,0.0
657.0,1.0
1536.0,0.0
991.0,1.0
96.0,0.0
1616.0,0.0
1099.0,1.0
2337.0,1.0
928.0,0.0
2155.0,0.0
1587.0,1.0
1827.0,0.0
1514.0,0.0
912.0,0.0
532.0,0.0
458.0,0.0
427.0,1.0
219.0,0.0
130.0,0.0
4.0,1.0
1661.0,0.0
1959.0,0.0
1067.0,1.0
1606.0,0.0
1743.0,1.0
171.0,0.0
2174.0,0.0
481.0,0.0
2598.0,1.0
2465.0,1.0
350.0,1.0
1853.0,1.0
2652.0,0.0
2686.0,0.0
2482.0,0.0
2052.0,1.0
1907.0,0.0
1586.0,1.0
1601.0,0.0
697.0,1.0
2314.0,0.0
1095.0,1.0
726.0,1.0
2081.0,1.0
510.0,1.0
346.0,0.0
1196.0,0.0
939.0,0.0
1139.0,0.0
2001.0,1.0
2435.0,1.0
1677.0,0.0
2053.0,1.0
2161.0,0.0
1029.0,0.0
2494.0,1.0
1738.0,0.0
2184.0,0.0
2499.0,0.0
1196.0,1.0
500.0,0.0
1750.0,1.0
1182.0,1.0
986.0,1.0
1770.0,1.0
424.0,1.0
1723.0,0.0
1428.0,0.0
810.0,0.0
849.0,0.0
2694.0,0.0
2571.0,1.0
543.0,0.0
181.0,1.0
1685.0,1.0
1447.0,0.0
702.0,0.0
1470.0,1.0
351.0,1.0
1791.0,0.0
1783.0,0.0
2556.0,1.0
546.0,1.0
2240.0,1.0
1276.0,0.0
2597.0,1.0
479.0,0.0
1368.0,0.0
406.0,0.0
662.0,1.0
919.0,1.0
1933.0,1.0
1553.0,0.0
1542.0,0.0
330.0,0.0
2309.0,0.0
1586.0,1.0
319.0,0.0
1769.0,1.0
1235.0,1.0
1451.0,0.0
1989.0,0.0
1335.0,1.0
1380.0,0.0
339.0,0.0
1649.0,0.0
1340.0,1.0
1609.0,1.0
1433.0,0.0
956.0,0.0
1606.0,1.0
428.0,0.0
1830.0,0.0
200.0,1.0
1321.0,0.0
1284.0,1.0
1708.0,1.0
2158.0,1.0
2515.0,1.0
1787.0,0.0
1866.0,1.0
2092.0,0.0
1455.0,0.0
2364.0,1.0
1461.0,1.0
1371.0,1.0
2362.0,0.0
1722.0,1.0
2247.0,1.0
898.0,0.0
128.0,0.0
858.0,1.0
116.0,0.0
2683.0,1.0
1320.0,1.0
1905.0,0.0
2176.0,1.0
679.0,1.0
2353.0,1.0
1440.0,0.0
2177.0,1.0
2501.0,0.0
1664.0,1.0
661.0,0.0
1690.0,0.0
955.0,1.0
1425.0,1.0
1381.0,0.0
1233.0,0.0
1802.0,1.0
463.0,1.0
2208.0,1.0
1759.0,1.0
1156.0,0.0
236.0,0.0
461.0,0.0
449.0,1.0
2160.0,0.0
2208.0,1.0
1736.0,1.0
2604.0,0.0
1469.0,0.0
547.0,0.0
338.0,1.0
2528.0,0.0
1899.0,0.0
2670.0,1.0
2091.0,1.0
1774.0,1.0
551.0,1.0
1882.0,0.0
726.0,0.0
2008.0,0.0
820.0,0.0
557.0,0.0
1795.0,0.0
331.0,0.0
977.0,1.0
1635.0,1.0
2560.0,0.0
912.0,1.0
2675.0,0.0
1724.0,1.0
1853.0,1.0
2328.0,1.0
634.0,1.0
1909.0,0.0
2052.0,1.0
738.0,1.0
2220.0,0.0
1464.0,0.0
1482.0,0.0
2367.0,0.0
2598.0,1.0
109.0,1.0
1904.0,1.0
1702.0,1.0
648.0,1.0
996.0,0.0
